Type of incident,Year,Date occurred,Region,Province,City_Municipality,Affected_Brgys,Affected_FAM,Affected_PERs,Evacuation (Cummulative),Evacuation (Now),"INSIDE_ECs_FAM
(Cummulative)","INSIDE_ECs_FAM
(Now)","INSIDE_ECs_PERs
(Cummulative)","INSIDE_ECs_PERs
(Now)","OUTSIDE_ECs_FAM
(Cummulative)","OUTSIDE_ECs_FAM
(Now)","OUTSIDE_ECs_PERs
(Cummulative)","OUTSIDE_ECs_PERs
(Now)",Destroyed houses,Partially damaged houses,Total,Region Code,Province Code,City_Municipality Code
TY MOLAVE (Quinta),2020,23-Oct-20,REGION V (BICOL REGION),Camarines Sur,City of Iriga,3,357,996,3,0,17,0,60,0,340,0,936,0,0,0,0,PH050000000,PH051700000,PH051716000
TY MOLAVE (Quinta),2020,23-Oct-20,REGION V (BICOL REGION),Camarines Sur,Lagonoy,12,294,"1,216",13,0,285,0,"1,165",0,0,0,0,0,0,7,7,PH050000000,PH051700000,PH051717000
TY MOLAVE (Quinta),2020,23-Oct-20,REGION V (BICOL REGION),Camarines Sur,Libmanan,17,180,769,24,0,180,0,769,0,0,0,0,0,13,672,685,PH050000000,PH051700000,PH051718000
TY MOLAVE (Quinta),2020,23-Oct-20,REGION V (BICOL REGION),Camarines Sur,Lupi,2,31,89,2,0,28,0,86,0,3,0,3,0,1,40,41,PH050000000,PH051700000,PH051719000
TY MOLAVE (Quinta),2020,23-Oct-20,REGION V (BICOL REGION),Camarines Sur,Magarao,12,173,772,12,0,173,0,772,0,0,0,0,0,8,44,52,PH050000000,PH051700000,PH051720000
TY MOLAVE (Quinta),2020,23-Oct-20,REGION V (BICOL REGION),Camarines Sur,Milaor,20,919,"4,630",20,0,919,0,"4,630",0,0,0,0,0,1,64,65,PH050000000,PH051700000,PH051721000
TY MOLAVE (Quinta),2020,23-Oct-20,REGION V (BICOL REGION),Camarines Sur,Minalabac,9,464,"1,891",9,0,55,0,236,0,409,0,"1,655",0,13,217,230,PH050000000,PH051700000,PH051722000
TY MOLAVE (Quinta),2020,23-Oct-20,REGION V (BICOL REGION),Camarines Sur,Nabua,30,737,"3,019",36,0,737,0,"3,019",0,0,0,0,0,0,0,0,PH050000000,PH051700000,PH051723000
TY MOLAVE (Quinta),2020,23-Oct-20,REGION V (BICOL REGION),Camarines Sur,City of Naga,15,831,"3,212",23,0,608,0,"2,322",0,0,0,0,0,12,754,766,PH050000000,PH051700000,PH051724000
TY MOLAVE (Quinta),2020,23-Oct-20,REGION V (BICOL REGION),Camarines Sur,Pamplona,16,404,"1,764",35,0,282,0,"1,187",0,123,0,587,0,0,0,0,PH050000000,PH051700000,PH051726000
TY MOLAVE (Quinta),2020,23-Oct-20,REGION V (BICOL REGION),Camarines Sur,Pasacao,10,347,"1,615",22,0,347,0,"1,645",0,0,0,0,0,44,685,729,PH050000000,PH051700000,PH051727000
TY MOLAVE (Quinta),2020,23-Oct-20,REGION V (BICOL REGION),Camarines Sur,Pili (capital),2,19,73,2,0,19,0,73,0,0,0,0,0,41,0,41,PH050000000,PH051700000,PH051728000
TY MOLAVE (Quinta),2020,23-Oct-20,REGION V (BICOL REGION),Camarines Sur,Presentacion (Parubcan),1,70,304,2,0,61,0,256,0,9,0,48,0,9,360,369,PH050000000,PH051700000,PH051729000
TY MOLAVE (Quinta),2020,23-Oct-20,REGION V (BICOL REGION),Camarines Sur,Ragay,24,406,"1,803",31,0,406,0,"1,803",0,0,0,0,0,1,1,2,PH050000000,PH051700000,PH051730000
TY MOLAVE (Quinta),2020,23-Oct-20,REGION V (BICOL REGION),Camarines Sur,Sagñay,3,100,390,2,0,100,0,390,0,0,0,0,0,88,725,813,PH050000000,PH051700000,PH051731000
TY MOLAVE (Quinta),2020,23-Oct-20,REGION V (BICOL REGION),Camarines Sur,San Fernando,11,57,243,21,0,57,0,243,0,0,0,0,0,8,126,134,PH050000000,PH051700000,PH051732000
TY MOLAVE (Quinta),2020,23-Oct-20,REGION V (BICOL REGION),Camarines Sur,San Jose,24,393,"1,572",28,0,342,0,"1,410",0,51,0,162,0,64,904,968,PH050000000,PH051700000,PH051733000
TY MOLAVE (Quinta),2020,23-Oct-20,REGION V (BICOL REGION),Camarines Sur,Sipocot,23,557,"2,196",24,0,557,0,"2,196",0,0,0,0,0,1,116,117,PH050000000,PH051700000,PH051734000
TY MOLAVE (Quinta),2020,23-Oct-20,REGION V (BICOL REGION),Camarines Sur,Siruma,2,25,94,3,0,19,0,75,0,6,0,19,0,0,23,23,PH050000000,PH051700000,PH051735000
TY MOLAVE (Quinta),2020,23-Oct-20,REGION V (BICOL REGION),Camarines Sur,Tigaon,18,350,"1,363",15,0,263,0,977,0,0,0,0,0,0,0,0,PH050000000,PH051700000,PH051736000
TY MOLAVE (Quinta),2020,23-Oct-20,REGION V (BICOL REGION),Camarines Sur,Tinambac,27,"1,347","5,837",16,0,766,0,"3,116",0,0,0,0,0,5,555,560,PH050000000,PH051700000,PH051737000
TY MOLAVE (Quinta),2020,23-Oct-20,REGION V (BICOL REGION),Catanduanes,Baras,26,"1,868","6,151",0,0,0,0,0,0,0,0,0,0,0,0,0,PH050000000,PH052000000,PH052002000
TY MOLAVE (Quinta),2020,23-Oct-20,REGION V (BICOL REGION),Catanduanes,Bato,21,"1,904","7,302",33, - ,37,237,153,899,0,0,0,0,0,0,0,PH050000000,PH052000000,PH052003000
TY MOLAVE (Quinta),2020,23-Oct-20,REGION V (BICOL REGION),Catanduanes,Caramoran,1,5,21,1,0,5,0,21,0,0,0,0,0,0,0,0,PH050000000,PH052000000,PH052004000
TY MOLAVE (Quinta),2020,23-Oct-20,REGION V (BICOL REGION),Catanduanes,Pandan,2,2,15,0,0,0,0,0,0,2,0,15,0,0,0,0,PH050000000,PH052000000,PH052006000
TY MOLAVE (Quinta),2020,23-Oct-20,REGION V (BICOL REGION),Catanduanes,Panganiban (Payo),4,55,178,4,0,36,0,126,0,19,0,52,0,0,0,0,PH050000000,PH052000000,PH052007000
TY MOLAVE (Quinta),2020,23-Oct-20,REGION V (BICOL REGION),Catanduanes,San Miguel,3,32,210,3,0,32,0,210,0,0,0,0,0,0,0,0,PH050000000,PH052000000,PH052009000
TY MOLAVE (Quinta),2020,23-Oct-20,REGION V (BICOL REGION),Catanduanes,Viga,1,18,66,0,0,0,0,0,0,18,0,66,0,0,0,0,PH050000000,PH052000000,PH052010000
TY MOLAVE (Quinta),2020,23-Oct-20,REGION V (BICOL REGION),Catanduanes,Virac (capital),49,"3,958","15,230",49,0,"3,958",0,"15,230",0,0,0,0,0,0,0,0,PH050000000,PH052000000,PH052011000
TY MOLAVE (Quinta),2020,23-Oct-20,REGION V (BICOL REGION),Masbate,Baleno,1,30,123,1,0,30,0,123,0,0,0,0,0,0,0,0,PH050000000,PH054100000,PH054102000
TY MOLAVE (Quinta),2020,23-Oct-20,REGION V (BICOL REGION),Masbate,Batuan,2,8,38,2,0,8,0,38,0,0,0,0,0,0,0,0,PH050000000,PH054100000,PH054104000
TY MOLAVE (Quinta),2020,23-Oct-20,REGION V (BICOL REGION),Masbate,Cataingan,1,16,53,1,0,16,0,53,0,0,0,0,0,0,0,0,PH050000000,PH054100000,PH054105000
TY MOLAVE (Quinta),2020,23-Oct-20,REGION V (BICOL REGION),Masbate,Cawayan,17,289,"1,221",23,0,289,0,"1,221",0,0,0,0,0,0,2,2,PH050000000,PH054100000,PH054106000
TY MOLAVE (Quinta),2020,23-Oct-20,REGION V (BICOL REGION),Masbate,Claveria,5,68,318,9,0,68,0,318,0,0,0,0,0,0,3,3,PH050000000,PH054100000,PH054107000
TY MOLAVE (Quinta),2020,23-Oct-20,REGION V (BICOL REGION),Masbate,Esperanza,14,259,"1,063",13,0,224,0,888,0,35,0,175,0,0,0,0,PH050000000,PH054100000,PH054109000
TY MOLAVE (Quinta),2020,23-Oct-20,REGION V (BICOL REGION),Masbate,Monreal,3,72,322,3,0,72,0,322,0,0,0,0,0,0,0,0,PH050000000,PH054100000,PH054114000
TY MOLAVE (Quinta),2020,23-Oct-20,REGION V (BICOL REGION),Masbate,Palanas,4,101,347,3,0,81,0,279,0,17,0,58,0,0,0,0,PH050000000,PH054100000,PH054115000
TY MOLAVE (Quinta),2020,23-Oct-20,REGION V (BICOL REGION),Masbate,Pio V. Corpuz (Limbuhan),6,98,340,7,0,72,0,259,0,26,0,81,0,0,0,0,PH050000000,PH054100000,PH054116000
TY MOLAVE (Quinta),2020,23-Oct-20,REGION V (BICOL REGION),Masbate,San Fernando,1,29,123,3,0,29,0,123,0,0,0,0,0,0,0,0,PH050000000,PH054100000,PH054118000
TY MOLAVE (Quinta),2020,23-Oct-20,REGION V (BICOL REGION),Masbate,San Jacinto,6,209,639,13,0,209,0,639,0,0,0,0,0,0,0,0,PH050000000,PH054100000,PH054119000
TY MOLAVE (Quinta),2020,23-Oct-20,REGION V (BICOL REGION),Masbate,San Pascual,12,"2,916","12,427",0,0,0,0,0,0,0,0,0,0,188,1508,1696,PH050000000,PH054100000,PH054120000
TY MOLAVE (Quinta),2020,23-Oct-20,REGION V (BICOL REGION),Masbate,Uson,7,34,128,9,0,34,0,128,0,0,0,0,0,0,0,0,PH050000000,PH054100000,PH054121000
TY MOLAVE (Quinta),2020,23-Oct-20,REGION V (BICOL REGION),Sorsogon,Barcelona,21,283,"1,106",18,0,106,0,416,0,0,0,0,0,0,0,0,PH050000000,PH056200000,PH056202000
TY MOLAVE (Quinta),2020,23-Oct-20,REGION V (BICOL REGION),Sorsogon,Bulan,9,289,"1,257",13,0,279,0,"1,216",0,0,0,0,0,0,0,0,PH050000000,PH056200000,PH056203000
TY MOLAVE (Quinta),2020,23-Oct-20,REGION V (BICOL REGION),Sorsogon,Bulusan,22,181,702,20,0,137,0,526,0,44,0,177,0,0,0,0,PH050000000,PH056200000,PH056204000
TY MOLAVE (Quinta),2020,23-Oct-20,REGION V (BICOL REGION),Sorsogon,Casiguran,7,153,637,7,0,153,0,637,0,0,0,0,0,0,74,74,PH050000000,PH056200000,PH056205000
TY MOLAVE (Quinta),2020,23-Oct-20,REGION V (BICOL REGION),Sorsogon,Castilla,15,887,"3,041",16,0,301,0,"1,167",0,0,0,0,0,0,0,0,PH050000000,PH056200000,PH056206000
TY MOLAVE (Quinta),2020,23-Oct-20,REGION V (BICOL REGION),Sorsogon,Donsol,23,899,"3,574",32,0,833,0,"3,299",0,0,0,0,0,8,211,219,PH050000000,PH056200000,PH056207000
TY MOLAVE (Quinta),2020,23-Oct-20,REGION V (BICOL REGION),Sorsogon,Gubat,17,546,"2,152",18,0,542,0,"2,132",0,0,0,0,0,0,0,0,PH050000000,PH056200000,PH056208000
TY MOLAVE (Quinta),2020,23-Oct-20,REGION V (BICOL REGION),Sorsogon,Irosin,12,236,"1,086",11,0,196,0,940,0,40,0,146,0,0,0,0,PH050000000,PH056200000,PH056209000
TY MOLAVE (Quinta),2020,23-Oct-20,REGION V (BICOL REGION),Sorsogon,Juban,14,"1,393","5,175",46,0,897,0,"3,294",0,496,0,"1,881",0,0,0,0,PH050000000,PH056200000,PH056210000
TY MOLAVE (Quinta),2020,23-Oct-20,REGION V (BICOL REGION),Sorsogon,Magallanes,12,471,"1,913",17,0,463,0,"1,866",0,8,0,47,0,0,0,0,PH050000000,PH056200000,PH056211000
TY MOLAVE (Quinta),2020,23-Oct-20,REGION V (BICOL REGION),Sorsogon,Matnog,14,275,"1,215",16,0,264,0,"1,174",0,0,0,0,0,0,0,0,PH050000000,PH056200000,PH056212000
TY MOLAVE (Quinta),2020,23-Oct-20,REGION V (BICOL REGION),Sorsogon,Pilar,18,"1,049","4,530",35,0,730,0,"3,153",0,0,0,0,0,0,0,0,PH050000000,PH056200000,PH056213000
TY MOLAVE (Quinta),2020,23-Oct-20,REGION V (BICOL REGION),Sorsogon,Prieto Diaz,8,328,"1,094",8,0,328,0,"1,094",0,0,0,0,0,0,40,40,PH050000000,PH056200000,PH056214000
TY MOLAVE (Quinta),2020,23-Oct-20,REGION V (BICOL REGION),Sorsogon,Santa Magdalena,10,165,685,9,0,165,0,685,0,0,0,0,0,0,0,0,PH050000000,PH056200000,PH056215000
TY MOLAVE (Quinta),2020,23-Oct-20,REGION V (BICOL REGION),Sorsogon,City of Sorsogon (capital),25,"1,498","9,148",34,0,"1,444",0,"8,512",0,54,0,636,0,0,0,0,PH050000000,PH056200000,PH056216000
TY MOLAVE (Quinta),2020,23-Oct-20,REGION VI (WESTERN VISAYAS),Antique,Hamtic,1,119,474,2,2,119,119,474,474,0,0,0,0,0,0,0,PH060000000,PH060600000,PH060608000
TY MOLAVE (Quinta),2020,23-Oct-20,REGION VI (WESTERN VISAYAS),Antique,San Jose (capital),3,33,118,2,0,20,0,81,0,13,13,37,37,0,0,0,PH060000000,PH060600000,PH060613000
TY MOLAVE (Quinta),2020,23-Oct-20,REGION VI (WESTERN VISAYAS),Antique,Sibalom,4,131,655,0,0,0,0,0,0,131,131,655,655,0,1,1,PH060000000,PH060600000,PH060616000
TY MOLAVE (Quinta),2020,23-Oct-20,REGION VI (WESTERN VISAYAS),Antique,Tobias Fornier (Dao),1,1,2,0,0,0,0,0,0,1,1,2,2,1,0,1,PH060000000,PH060600000,PH060607000
TY MOLAVE (Quinta),2020,23-Oct-20,REGION VI (WESTERN VISAYAS),Antique,Barbaza,1,20,100,1,1,20,20,100,100,0,0,0,0,0,0,0,PH060000000,PH060600000,PH060602000
TY MOLAVE (Quinta),2020,23-Oct-20,REGION VI (WESTERN VISAYAS),Antique,Culasi,9,130,547,5,5,49,49,225,225,81,81,322,322,3,46,49,PH060000000,PH060600000,PH060606000
TY MOLAVE (Quinta),2020,23-Oct-20,REGION VI (WESTERN VISAYAS),Antique,Laua-an,1,14,67,1,1,14,14,67,67,0,0,0,0,0,0,0,PH060000000,PH060600000,PH060609000
TY MOLAVE (Quinta),2020,23-Oct-20,REGION VI (WESTERN VISAYAS),Antique,Libertad,1,26,104,1,1,26,26,125,104,0,0,0,0,0,0,0,PH060000000,PH060600000,PH060610000
TY MOLAVE (Quinta),2020,23-Oct-20,REGION VI (WESTERN VISAYAS),Antique,Patnongon,2,2,12,0,0,0,0,0,0,2,2,12,12,0,3,3,PH060000000,PH060600000,PH060612000
TY MOLAVE (Quinta),2020,23-Oct-20,REGION VI (WESTERN VISAYAS),Antique,Tibiao,4,15,65,4,4,5,4,26,19,10,10,39,39,1,0,1,PH060000000,PH060600000,PH060617000
TY MOLAVE (Quinta),2020,23-Oct-20,REGION VI (WESTERN VISAYAS),Capiz,City of Roxas (capital),1,3,15,1,1,3,3,15,15,0,0,0,0,0,0,0,PH060000000,PH061900000,PH061914000
TY MOLAVE (Quinta),2020,23-Oct-20,REGION VI (WESTERN VISAYAS),Negros Occidental,Hinoba-an (Asia),9,375,"1,557",3,0,108,0,424,0,267,267,"1,133","1,133",3,42,45,PH060000000,PH064500000,PH064512000
TY MOLAVE (Quinta),2020,23-Oct-20,REGION VI (WESTERN VISAYAS),Negros Occidental,Isabela,5,186,665,3,3,186,186,665,665,0,0,0,0,0,0,0,PH060000000,PH064500000,PH064514000
TY MOLAVE (Quinta),2020,23-Oct-20,REGION VII (CENTRAL VISAYAS),Negros Oriental,Basay,3,900,"4,275",1,0,9,0,41,0,3,0,11,0,0,0,0,PH070000000,PH074600000,PH074605000
TY MOLAVE (Quinta),2020,23-Oct-20,REGION VII (CENTRAL VISAYAS),Negros Oriental,City of Bayawan (Tulong),5,184,735,6,0,41,0,170,0,0,0,0,0,0,0,0,PH070000000,PH074600000,PH074606000
TY MOLAVE (Quinta),2020,23-Oct-20,REGION VII (CENTRAL VISAYAS),Negros Oriental,Santa Catalina,2,21,92,2,0,21,0,92,0,0,0,0,0,0,0,0,PH070000000,PH074600000,PH074618000
TY MOLAVE (Quinta),2020,23-Oct-20,REGION VIII (EASTERN VISAYAS),Biliran,Almeria,1,2,8,0,0,0,0,0,0,0,0,0,0,2,0,2,PH080000000,PH087800000,PH087801000
TY MOLAVE (Quinta),2020,23-Oct-20,REGION VIII (EASTERN VISAYAS),Biliran,Naval (capital),6,73,301,0,0,0,0,0,0,0,0,0,0,0,0,0,PH080000000,PH087800000,PH087808000
TY MOLAVE (Quinta),2020,23-Oct-20,REGION VIII (EASTERN VISAYAS),Biliran,Caibiran,1,18,90,0,0,0,0,0,0,0,0,0,0,0,0,0,PH080000000,PH087800000,PH087804000
STY GONI (Rolly),2020,29-Oct-20,NATIONAL CAPITAL REGION (NCR),"NCR, THIRD DISTRICT (Not a Province)",Caloocan City,1,1,5,1,0,1,0,5,0,0,0,0,0,0,0,0,PH130000000,PH137500000,PH137501000
STY GONI (Rolly),2020,29-Oct-20,NATIONAL CAPITAL REGION (NCR),"NCR, FOURTH DISTRICT (Not a Province)",Las Pinas,4,37,119,5,0,37,0,119,0,0,0,0,0,0,0,0,PH130000000,PH137600000,PH137601000
STY GONI (Rolly),2020,29-Oct-20,NATIONAL CAPITAL REGION (NCR),"NCR, THIRD DISTRICT (Not a Province)",Malabon City,6,105,447,8,0,105,0,447,0,0,0,0,0,0,0,0,PH130000000,PH137500000,PH137502000
STY GONI (Rolly),2020,29-Oct-20,NATIONAL CAPITAL REGION (NCR),"NCR, SECOND DISTRICT (Not a Province)",Mandaluyong City,1,184,815,3,0,184,0,815,0,0,0,0,0,0,0,0,PH130000000,PH137400000,PH137401000
STY GONI (Rolly),2020,29-Oct-20,NATIONAL CAPITAL REGION (NCR),"NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)",Manila City,5,"1,017","4,128",10,0,"1,017",0,"4,128",0,0,0,0,0,0,0,0,PH130000000,PH133900000,PH133900000
STY GONI (Rolly),2020,29-Oct-20,NATIONAL CAPITAL REGION (NCR),"NCR, SECOND DISTRICT (Not a Province)",Marikina city,2,102,519,8,0,102,0,519,0,0,0,0,0,0,0,0,PH130000000,PH137400000,PH137402000
STY GONI (Rolly),2020,29-Oct-20,NATIONAL CAPITAL REGION (NCR),"NCR, FOURTH DISTRICT (Not a Province)",Muntinlupa City,8,"2,198","9,072",28,3,"2,198",25,"9,072",110,0,0,0,0,0,35,35,PH130000000,PH137600000,PH137603000
STY GONI (Rolly),2020,29-Oct-20,NATIONAL CAPITAL REGION (NCR),"NCR, THIRD DISTRICT (Not a Province)",Navotas,12,330,"1,376",12,0,330,0,"1,376",0,0,0,0,0,0,0,0,PH130000000,PH137500000,PH137503000
STY GONI (Rolly),2020,29-Oct-20,NATIONAL CAPITAL REGION (NCR),"NCR, FOURTH DISTRICT (Not a Province)",Paranaque City,8,375,"1,494",14,0,375,0,"1,494",0,0,0,0,0,0,0,0,PH130000000,PH137600000,PH137604000
STY GONI (Rolly),2020,29-Oct-20,NATIONAL CAPITAL REGION (NCR),"NCR, SECOND DISTRICT (Not a Province)",Pasig City,3,103,451,3,0,103,0,451,0,0,0,0,0,0,0,0,PH130000000,PH137400000,PH137403000
STY GONI (Rolly),2020,29-Oct-20,NATIONAL CAPITAL REGION (NCR),"NCR, FOURTH DISTRICT (Not a Province)",Pateros ,1,1,3,1,0,1,0,3,0,0,0,0,0,0,0,0,PH130000000,PH137600000,PH137606000
STY GONI (Rolly),2020,29-Oct-20,NATIONAL CAPITAL REGION (NCR),"NCR, FOURTH DISTRICT (Not a Province)",Taguig City,9,244,975,10,0,244,0,975,0,0,0,0,0,0,0,0,PH130000000,PH137600000,PH137607000
STY GONI (Rolly),2020,29-Oct-20,NATIONAL CAPITAL REGION (NCR),"NCR, SECOND DISTRICT (Not a Province)",Quezon City,4,68,272,6,0,68,0,272,0,0,0,0,0,0,0,0,PH130000000,PH137400000,PH137404000
STY GONI (Rolly),2020,29-Oct-20,NATIONAL CAPITAL REGION (NCR),"NCR, THIRD DISTRICT (Not a Province)",Valenzuela City,8,206,770,12,0,206,0,770,0,0,0,0,0,0,0,0,PH130000000,PH137500000,PH137504000
STY GONI (Rolly),2020,29-Oct-20,REGION II (CAGAYAN VALLEY),Isabela,Dinapigue,2,41,146,3,0,41,0,146,0,0,0,0,0,0,0,0,PH020000000,PH023100000,PH023110000
STY GONI (Rolly),2020,29-Oct-20,REGION II (CAGAYAN VALLEY),Nueva Vizcaya,Alfonso Castaneda,2,10,39,2,0,10,0,39,0,0,0,0,0,0,0,0,PH020000000,PH025000000,PH025015000
STY GONI (Rolly),2020,29-Oct-20,REGION II (CAGAYAN VALLEY),Nueva Vizcaya,Ambaguio,2,14,44,1,0,1,0,6,0,13,0,38,0,0,0,0,PH020000000,PH025000000,PH025001000
STY GONI (Rolly),2020,29-Oct-20,REGION II (CAGAYAN VALLEY),Nueva Vizcaya,Aritao,1,10,29,1,0,6,0,20,0,4,0,9,0,0,0,0,PH020000000,PH025000000,PH025002000
STY GONI (Rolly),2020,29-Oct-20,REGION II (CAGAYAN VALLEY),Nueva Vizcaya,Bambang,4,6,34,4,0,6,0,34,0,0,0,0,0,0,0,0,PH020000000,PH025000000,PH025004000
STY GONI (Rolly),2020,29-Oct-20,REGION II (CAGAYAN VALLEY),Nueva Vizcaya,Bayombong (capital),1,4,13,1,0,4,0,13,0,0,0,0,0,0,0,0,PH020000000,PH025000000,PH025005000
STY GONI (Rolly),2020,29-Oct-20,REGION II (CAGAYAN VALLEY),Nueva Vizcaya,Diadi,2,19,77,1,0,3,0,12,0,16,0,65,0,0,0,0,PH020000000,PH025000000,PH025006000
STY GONI (Rolly),2020,29-Oct-20,REGION II (CAGAYAN VALLEY),Nueva Vizcaya,Dupax del Norte,4,26,83,4,0,26,0,83,0,0,0,0,0,0,0,0,PH020000000,PH025000000,PH025007000
STY GONI (Rolly),2020,29-Oct-20,REGION II (CAGAYAN VALLEY),Nueva Vizcaya,Kayapa,1,2,9,0,0,0,0,0,0,2,0,9,0,0,0,0,PH020000000,PH025000000,PH025010000
STY GONI (Rolly),2020,29-Oct-20,REGION II (CAGAYAN VALLEY),Nueva Vizcaya, Quezon,3,26,109,2,0,21,0,75,0,5,0,34,0,0,0,0,PH020000000,PH025000000,PH025011000
STY GONI (Rolly),2020,29-Oct-20,REGION II (CAGAYAN VALLEY),Nueva Vizcaya,Solano,2,5,14,2,0,5,0,14,0,0,0,0,0,0,0,0,PH020000000,PH025000000,PH025013000
STY GONI (Rolly),2020,29-Oct-20,REGION II (CAGAYAN VALLEY),Quirino,Aglipay,2,25,75,2,0,2,0,9,0,0,0,0,0,0,0,0,PH020000000,PH025700000,PH025701000
